User ID,Bet
user0869,8.6455
user0597,6.9583
user1909,9.3194
user1288,6.6649
user1928,8.5572
user0454,7.9374
user0738,8.9461
user1835,8.3629
user1079,8.6386
user1976,6.8855
user1806,8.757
user0527,5.1696
user0996,7.4166
user0423,9.5814
user1470,7.9834
user0599,7.8549
user0234,7.9073
user1998,8.515
user0709,7.8652
user0433,5.6055
user1387,6.3745
user1563,6.164
user1971,9.5874
user1956,7.9613
user0898,5.9279
user0770,9.738
user0958,6.5154
user0450,5.7906
user0958,6.6416
user0026,9.6576
user1507,7.3823
user0278,5.3094
user0904,6.9189
user1456,7.0024
user1088,7.5864
user0761,7.4296
user0245,9.1064
user0644,8.4316
user1669,6.5834
user1006,6.5431
user0089,6.7601
user0985,9.0776
user0049,7.973
user0490,8.8359
user1380,5.8688
user0083,5.412
user1931,7.262
user0179,8.8128
user0493,6.0461
user1671,9.2304
user0140,7.227
user0308,9.735
user0641,6.7964
user1735,5.9351
user1037,5.6853
user1439,7.4439
user1602,8.1818
user0946,8.8566
user0514,7.4299
user0994,6.9998
user1555,8.1827
user1508,8.2355
user1920,9.9413
user0722,8.7906
user1555,6.8284
user1935,7.6533
user1545,8.484
user0262,7.0905
user0320,9.7797
user0668,8.8368
user1409,5.5079
user0603,8.2211
user1004,9.3184
user1197,6.5922
user0870,5.9525
user1886,5.1517
user0175,6.5382
user1054,9.7869
user1134,9.2464
user0095,9.2656
user0688,5.6706
user1704,6.6444
user1188,7.805
user0213,7.3236
user1113,7.143
user1299,8.3367
user0140,6.1673
user0645,9.0781
user1427,8.8927
user1061,9.2521
user1231,5.0378
user1162,7.7058
user1910,5.7011
user0189,5.5356
user1238,6.0895
user0967,7.4523
user1515,8.1108
user1631,5.9118
user0227,7.8116
user1315,9.7319
user0106,5.0363
user1908,5.7551
user0942,6.6063
user1809,7.5043
user0111,7.548
user1608,8.7352
user1285,5.8083
user0499,7.8374
user1020,5.7421
user1642,9.1347
user1001,8.1062
user1258,7.7277
user1661,8.8069
user1762,5.8383
user0659,6.4833
user1149,6.4666
user1086,7.7083
user0252,9.6989
user0516,7.4691
user1374,7.2329
user0275,6.3514
user0511,9.2441
user1020,9.4991
user0280,9.7255
user1983,8.24
user0325,7.3555
user0815,5.5851
user1493,5.4763
user0561,7.0523
user1379,5.9359
user1552,5.1142
user0914,8.1834
user1283,7.2608
user1502,5.215
user1258,8.3996
user1297,5.0862
user0176,6.1204
user0776,9.1633
user1373,9.219
user1819,5.8062
user0893,5.4052
user0689,5.8183
user1904,6.7666
user1477,8.6762
user1304,8.1855
user1133,5.4376
user1182,5.0114
user1591,9.8136
user0981,9.6418
user1044,6.4189
user0255,5.2656
user1774,6.951
user0866,7.9183
user0776,9.3632
user1045,7.2884
user0834,6.9337
user1895,8.6315
user0660,7.0873
user0061,7.4386
user0082,7.5926
user0734,9.0436
user0440,9.1286
user1838,8.3775
user0471,7.2839
user0685,7.8818
user0318,9.7615
user1437,6.9504
user0539,9.7352
user1973,7.9391
user1487,6.1752
user0507,6.6927
user1138,5.1313
user0857,9.3514
user0681,9.1812
user1261,8.0069
user1989,7.4828
user0691,6.2523
user1932,5.3978
user1335,6.0939
user1585,6.0109
user0104,6.6934
user1219,9.3817
user0909,9.8186
user1564,9.2456
user0159,8.159
user1175,6.4833
user0650,5.2673
user0167,9.8441
user1811,7.0119
user0350,9.2828
user1877,8.2473
user1222,6.1668
user0158,7.6717
user0961,8.1556
user1897,9.6068
user1269,8.2965
user1885,5.2669
user1719,8.8471
user0689,8.3229
user0173,5.3398
user1039,9.1621
user0736,6.2068
user0960,9.7279
user1890,9.3079
user1513,8.4929
user1974,5.7699
user1899,8.3229
user0331,9.3351
user1135,8.6829
user0924,9.7541
user0627,7.3832
user1233,8.2918
user0702,8.8281
user1774,9.4287
user0973,5.3353
user1328,9.7935
user0765,6.4584
user1716,9.0627
user1693,6.7275
user1358,7.3918
user0499,7.9342
user0381,5.9355
user0184,9.1941
user1743,7.8463
user0184,8.7112
user1202,8.3324
user0510,5.882
user0858,8.2336
user0751,6.873
user1398,8.7685
user1751,5.6703
user0044,8.0068
user0170,8.1292
user1538,7.8171
user0934,6.6804
user1231,5.1811
user0127,8.1275
user1907,8.333
user1390,7.3817
user1181,6.344
user1354,7.5825
user1428,6.1654
user1343,8.9124
user1653,6.6547
user0774,7.552
user1649,9.0921
user1745,7.5055
user0541,7.0731
user0534,5.1752
user0319,9.0244
user0354,5.0477
user0315,9.4221
user1923,5.9549
user0148,8.9058
user0195,9.7608
user1843,7.3764
user1183,9.7364
user0974,7.5742
user0377,7.8803
user0715,7.6684
user1617,9.6953
user0694,5.7487
user1759,9.0284
user1321,7.7804
user0493,5.7478
user1509,7.5963
user0651,6.116
user0606,6.0354
user0771,5.9555
user1083,6.709
user1207,9.84
user0199,8.1657
user0381,5.9845
user1138,7.8548
user0976,7.5725
user1250,8.2111
user0564,7.3233
user1348,7.0336
user1244,9.9739
user1831,8.9207
user0777,7.9056
user1257,5.5523
user1011,8.7804
user1554,5.6236
user1870,9.1038
user0764,6.086
user1321,5.6875
user0563,6.8147
user0667,6.1914
user0333,7.536
user1766,9.1376
user0945,5.8408
user0941,8.0583
user1240,7.6592
user0851,5.0611
user1107,8.7872
user1972,7.4669
user1381,9.8895
user1808,7.3369
user1835,5.3563
user0197,6.9694
user1803,9.3388
user0727,8.4711
user1557,8.8614
user0566,9.8398
user1456,5.0357
user1712,9.3352
user1303,5.8402
user1079,6.9612
user1793,5.3096
user0768,9.563
user0024,7.3604
user0718,5.7469
user1024,9.4814
user1193,5.4212
user0796,8.5278
user1425,5.2733
user1741,5.6158
user0619,6.6025
user0957,7.6145
user0753,5.7643
user1251,8.6899
user1009,7.7828
user1942,9.2668
user1993,6.6146
user0693,6.3744
user0509,6.8014
user1460,6.8113
user1758,7.6401
user0990,5.7555
user0842,7.8926
user1107,8.8685
user0975,9.092
user1698,5.4098
user0923,9.3502
user1885,9.3729
user0647,5.2281
user1033,5.6014
user1758,7.6706
user1743,9.7001
user1170,8.7725
user1321,7.4807
user1600,9.7124
user0188,7.1521
user0219,5.5865
user0619,8.4387
user1461,5.9415
user0440,6.2114
user0100,6.1787
user1710,9.7338
user1772,5.337
user0446,8.7278
user1057,6.9068
user1370,9.3484
user1805,5.6831
user0584,9.9859
user1542,8.0433
user0502,8.4937
user1879,8.2768
user0345,5.97
user1911,9.311
user0455,8.5192
user1369,5.2263
user0300,8.1037
user0925,5.0817
user0814,5.4474
user1414,9.2667
user1786,8.358
user1910,7.7972
user1043,7.2664
user0416,8.4983
user0609,8.1334
user1132,5.451
user1112,5.7308
user0983,7.6926
user1935,6.46
user0056,8.8773
user0380,8.7213
user1163,6.1431
user0588,9.0368
user0658,7.1227
user0783,9.4733
user1410,8.2321
user1591,9.4029
user0554,5.1363
user1719,6.807
user0247,6.1906
user1438,7.9523
user1354,7.7308
user0350,8.8116
user1131,5.6895
user0879,8.3318
user1514,7.2033
user0167,7.4722
user1950,5.6723
user0893,7.051
user1196,8.7634
user0469,7.7018
user1969,6.076
user1942,9.0143
user0170,9.0406
user0435,5.2658
user1768,7.499
user1225,9.8785
user1495,5.4054
user0237,8.5355
user1549,7.1937
user1377,8.1042
user0168,7.1199
user0973,8.8058
user1316,7.2063
user0058,7.1215
user1154,7.9944
user0489,9.2011
user1722,5.6853
user1870,8.469
user0630,8.6486
user1331,9.9057
user0187,5.0881
user0047,7.9241
user1260,8.5688
user1307,5.7425
user1851,6.9188
user0150,7.4482
user1294,6.7123
user0517,6.7758
user1911,6.4509
user1171,7.7869
user1266,5.8256
user0228,7.5979
user1011,7.9312
user1931,9.5981
user1938,9.8871
user0138,5.7363
user1548,5.617
user0865,7.1917
user1091,6.5441
user1540,7.9459
user0268,5.2435
user1328,9.3161
user1700,8.7825
user1528,8.1197
user0606,8.1598
user1366,5.3177
user1704,5.5411
user0158,8.4238
user1812,6.7979
user1476,8.5224
user0768,6.5852
user1125,9.5083
user1248,7.1136
user0079,5.2335
user1521,7.6354
user1723,6.666
user1634,7.1824
user1021,9.3786
user0843,6.0389
user0019,9.1289
user0508,8.0695
user1770,5.7314
user1571,5.0242
user1890,5.5486
user1240,6.2779
user1500,9.2355
user0248,9.497
user0167,6.0753
user0449,5.5398
user1702,7.0221
user1436,7.2706
user0632,8.9128
user0771,7.9679
user0909,7.8719
user0326,7.8842
user0849,5.4266
user0591,9.0264
user0901,7.5965
user0590,7.0947
user0413,7.9018
user1555,6.0302
user1344,7.1316
user1671,9.9537
user0738,6.575
user1422,8.7947
user0492,5.8429
user0351,9.3633
user1739,5.2576
user0944,8.9166
user0663,6.9646
user1924,6.9
user0741,6.7813
user1007,9.6928
user0511,7.2827
user1499,8.6429
user1622,7.0437
user0386,8.0657
user1651,7.8105
user1338,5.5866
user0138,6.7305
user0095,5.0259
user0438,8.4604
user1845,6.2639
user1628,7.81
user0949,6.3357
user0473,5.1548
user0270,7.977
user1164,5.6666
user1978,7.6155
user1712,8.1107
user1896,6.8793
user1147,8.1469
user0049,8.8286
user1238,7.821
user0895,7.2468
user1937,6.7859
user0493,5.301
user0342,9.6773
user1791,5.9059
user1872,6.8007
user1297,5.7374
user0691,6.638
user0711,9.4421
user1297,9.2714
user0499,8.457
user0034,5.6382
user1114,6.5116
user0992,8.6212
user0355,9.3677
user1629,8.9379
user1875,8.4707
user0234,7.4463
user0663,5.8781
user1257,8.3305
user0984,9.8561
user1981,6.2603
user0272,5.4373
user1634,6.7812
user0291,7.1007
user1597,5.411
user1028,5.7206
user0126,8.4649
user0124,5.3101
user1638,9.9322
user0545,7.546
user0933,8.9835
user1822,5.2304
user0314,8.637
user1906,9.9079
user0838,6.4824
user0026,6.0209
user0148,8.0415
user1002,6.5252
user1481,6.2782
user1565,6.2373
user1596,9.6911
user0202,6.5391
user1371,7.6283
user1570,8.6861
user0281,9.9602
user0517,5.3479
user0722,7.2141
user1935,9.6217
user0948,8.1984
user1356,6.7657
user1638,7.6532
user0062,9.2095
user1515,8.3582
user0778,5.9484
user1156,9.338
user0011,9.3398
user0606,9.0875
user1123,8.3069
user0655,5.7755
user1639,8.845
user0756,8.1931
user0671,7.4231
user0761,9.1546
user0266,7.3565
user0483,8.5636
user1749,9.2565
user0447,7.0092
user0546,8.3673
user0578,9.4469
user0237,7.2152
user0172,9.0461
user0930,9.0966
user0751,8.7148
user1469,6.4038
user0421,8.7161
user1682,9.1159
user0123,5.1726
user0644,6.3408
user1341,5.964
user0798,7.1635
user0054,9.9884
user1890,5.9815
user1738,7.5553
user1788,9.8055
user0301,7.3115
user0405,8.8022
user0427,5.5246
user0274,6.3015
user1152,6.6827
user0033,7.2017
user0918,7.2359
user0713,9.0813
user0043,7.0006
user1307,8.3199
user1983,8.43
user0077,6.8111
user0659,5.9163
user0295,6.1768
user1974,7.639
user0919,8.3574
user0549,7.4768
user0842,7.5372
user1143,8.4468
user1645,8.8635
user0958,7.0704
user1029,9.6084
user0806,7.4926
user0348,8.7792
user1993,6.5152
user0299,9.0499
user0692,9.2565
user1266,7.4325
user1642,7.153
user0301,6.7745
user0152,9.5965
user1211,8.1386
user1338,7.6367
user0911,5.7662
user1785,9.6048
user1849,5.9091
user0051,6.1978
user0524,8.3127
user0539,7.5239
user1653,7.1391
user0674,5.8099
user1235,9.4524
user1486,9.1048
user1469,5.5277
user0630,8.0383
user1472,9.2874
user0960,7.8426
user1316,5.7198
user1904,5.0544
user1440,5.7044
user1667,6.7639
user1306,5.1686
user0664,9.4418
user1729,7.8595
user0972,5.6286
user0689,9.8865
user0214,5.2183
user0956,7.2964
user0139,6.7689
user1460,9.7297
user0979,7.2123
user1132,6.0443
user0163,8.7874
user0428,7.9115
user0359,7.7303
user1792,7.8239
user1554,6.2815
user1096,7.246
user0949,6.9324
user0790,5.6315
user0066,6.7492
user1357,9.7726
user1924,5.1071
user0371,5.876
user1831,8.0832
user0064,8.6756
user1730,5.1603
user0620,7.51
user0660,9.7166
user0097,7.5406
user1713,8.4248
user0359,7.132
user1781,7.2141
user0180,6.8018
user0518,5.1838
user1087,8.856
user0042,8.4235
user0877,9.9024
user1427,8.6523
user0649,6.0442
user1041,9.6753
user0262,7.1471
user1932,6.3934
user0224,7.2621
user1380,5.6298
user0425,7.7257
user1816,6.52
user1576,5.3702
user1716,8.5446
user0096,5.3781
user0006,6.2343
user0918,8.2343
user0640,6.1783
user0676,8.9571
user0647,8.3289
user0897,7.856
user1572,6.4877
user0288,8.9522
user1333,7.4348
user0971,7.0742
user1451,6.4234
user1192,6.859
user1809,5.1776
user1427,5.1937
user1767,8.2379
user0975,9.6671
