User ID,Bet
User0134,9.1394
User0135,8.6785
User0136,1.16
User0137,1.4505
User0138,3.8124
User0139,3.1303
User0140,3.7008
User0141,6.7707
User0142,4.2704
User0143,0.2052
User0144,4.1123
User0145,6.1838
User0146,7.848
User0147,9.762
User0148,1.0777
User0149,2.1009
User0150,2.4034
User0151,3.1656
User0152,0.1709
User0153,1.093
User0154,2.6784
User0155,4.5981
User0156,2.263
User0157,7.9995
User0158,6.5447
User0159,8.8814
User0160,0.2962
User0161,4.6258
User0162,2.6288
User0163,9.4417
User0164,1.2121
User0165,9.5385
User0166,4.1094
User0167,3.6055
User0168,9.9037
User0169,3.9285
User0170,7.4763
User0171,4.662
User0172,7.9097
User0173,6.8278
User0174,6.7109
User0175,0.1201
User0176,3.2009
User0177,0.9562
User0178,9.7439
User0179,4.1834
User0180,3.3052
User0181,0.3262
User0182,0.9873
User0183,6.7283
User0184,9.8446
User0185,9.0477
User0186,6.993
User0187,8.5948
User0188,2.9527
User0189,0.0846
User0190,8.3026
User0191,6.2673
User0192,3.5429
User0193,8.4651
User0194,9.8313
User0195,7.7499
User0196,3.8371
User0197,5.5532
User0198,9.7809
User0199,3.7911
User0200,3.1978
User0201,8.1685
User0202,0.52
User0203,1.972
User0204,8.2945
User0205,7.0065
User0206,8.6035
User0207,1.1392
User0208,3.2037
User0209,0.9981
User0210,7.7046
User0211,1.3235
User0212,0.7533
User0213,8.7251
User0214,9.9507
User0215,9.3597
User0216,5.6886
User0217,2.2093
User0218,9.4456
User0219,8.132
User0220,8.5737
User0221,2.1081
User0222,9.8825
User0223,6.14
User0224,3.7517
User0225,7.7102
User0226,8.3042
User0227,8.3937
User0228,7.7339
User0229,9.5451
User0230,9.5173
User0231,2.6224
User0232,4.5216
User0233,6.8622
User0234,6.0892
User0235,8.1639
User0236,2.527
User0237,6.5007
User0238,2.0422
User0239,6.0795
User0240,9.3952
User0241,1.0408
User0242,4.7058
User0243,0.0974
User0244,5.6279
User0245,6.8849
User0246,5.1531
User0247,9.1515
User0248,1.619
User0249,8.2039
User0250,0.1211
User0251,3.2574
User0252,0.3091
User0253,8.1295
User0254,0.3084
User0255,7.5714
User0256,9.8603
User0257,7.4032
User0258,5.3063
User0259,7.6801
User0260,3.4252
User0261,8.6055
User0262,9.3418
User0263,6.5203
User0264,9.9598
User0265,1.2088
User0266,5.3236
User0267,2.6744
User0268,6.5449
User0269,7.3424
User0270,8.2638
User0271,0.1848
User0272,7.3356
User0273,3.5077
User0274,7.1419
User0275,5.073
User0276,4.7759
User0277,4.0877
User0278,9.1657
User0279,5.245
User0280,5.7221
User0281,7.6701
User0282,8.0156
User0283,3.8983
User0284,0.8651
User0285,0.277
User0286,3.5236
User0287,2.7299
User0288,0.6578
User0289,0.5019
User0290,2.2245
User0291,1.2229
User0292,8.6621
User0293,7.2817
User0294,2.9528
User0295,4.5735
User0296,4.2455
User0297,2.9446
User0298,6.8718
User0299,9.6401
User0300,7.8907
User0301,1.1869
User0302,3.2165
User0303,3.0754
User0304,3.8774
User0305,2.9571
User0306,1.6276
User0307,7.636
User0308,2.7436
User0309,4.8331
User0310,8.552
User0311,5.4816
User0312,2.3862
User0313,9.4572
User0314,1.5923
User0315,6.7593
User0316,1.2482
User0317,2.9173
User0318,3.6619
User0319,3.9769
User0320,5.5643
User0321,7.303
User0322,2.8407
User0323,8.5854
User0324,8.803
User0325,0.7465
User0326,0.0793
User0327,0.0408
User0328,2.9955
User0329,5.7119
User0330,7.399
User0331,3.5185
User0332,6.4407
User0333,8.8706
User0334,7.2067
User0335,6.781
User0336,3.6148
User0337,9.1192
User0338,1.3088
User0339,3.2648
User0340,3.8768
User0341,0.5306
User0342,0.4792
User0343,4.2781
User0344,3.6143
User0345,2.939
User0346,1.2944
User0347,2.7213
User0348,9.3504
User0349,6.6751
User0350,8.7873
User0351,7.7026
User0352,9.4953
User0353,2.7293
User0354,5.66
User0355,3.2547
User0356,0.0063
User0357,8.795
User0358,6.1427
User0359,3.9567
User0360,6.336
User0361,8.9818
User0362,5.8815
User0363,6.025
User0364,9.3871
User0365,1.5052
User0366,1.5325
User0367,9.091
User0368,0.0586
User0369,1.0119
User0370,3.7147
User0371,8.9963
User0372,1.1751
User0373,3.1285
User0374,8.4416
User0375,9.4008
User0376,1.4955
User0377,9.0273
User0378,6.3102
User0379,6.77
User0380,5.1209
User0381,8.8203
User0382,6.3884
User0383,0.3184
User0384,7.0484
User0385,4.7561
User0386,8.3336
User0387,3.7062
User0388,0.1652
User0389,2.5894
User0390,3.1304
User0391,6.4741
User0392,0.3341
User0393,0.5348
User0394,4.1167
User0395,5.3481
User0396,6.598
User0397,1.635
User0398,0.7957
User0399,4.4688
User0400,6.5847
User0401,0.363
User0402,8.0165
User0403,7.6408
User0404,5.0902
User0405,2.1804
User0406,4.0662
User0407,0.8042
User0408,5.4775
User0409,1.9012
User0410,1.7361
User0411,5.3912
User0412,0.8475
User0413,4.9493
User0414,7.6565
User0415,1.7925
User0416,7.2208
User0417,3.2358
User0418,2.9528
User0419,0.563
User0420,9.2729
User0421,5.9619
User0422,4.1852
User0423,6.2576
User0424,0.8645
User0425,8.0351
User0426,7.1075
User0427,3.8846
User0428,9.3248
User0429,6.591
User0430,4.6343
User0431,1.39
User0432,1.919
User0433,7.83
User0434,3.0896
User0435,0.3124
User0436,0.0912
User0437,8.5883
User0438,6.8183
User0439,3.0787
User0440,9.0832
User0441,4.179
User0442,8.7643
User0443,5.8883
User0444,6.9498
User0445,0.1662
User0446,3.0939
User0447,6.3758
User0448,5.4036
User0449,4.9414
User0450,9.8204
User0451,2.7758
User0452,8.3637
User0453,9.9832
User0454,7.9273
User0455,1.7405
User0456,2.0538
User0457,7.1404
User0458,9.6952
User0459,5.1871
User0460,5.7897
User0461,4.6674
User0462,1.107
User0463,1.8976
User0464,5.8103
User0465,4.3281
User0466,2.1261
User0467,6.8216
User0468,2.8906
User0469,1.2452
User0470,2.1643
User0471,9.7239
User0472,4.2855
User0473,9.0251
User0474,7.5775
User0475,7.6545
User0476,5.5089
User0477,8.9077
User0478,8.3262
User0479,8.8981
User0480,6.2707
User0481,5.2382
User0482,5.7957
User0483,2.0577
User0484,1.244
User0485,0.6967
User0486,6.2914
User0487,8.3526
User0488,1.6238
User0489,6.7806
User0490,4.5088
User0491,7.6378
User0492,4.0774
User0493,0.9439
User0494,9.4338
User0495,0.5305
User0496,2.9439
User0497,1.6478
User0498,9.5007
User0499,1.3893
User0500,1.5102
User0501,1.2385
User0502,0.2802
User0503,1.5009
User0504,8.9047
User0505,4.9546
User0506,0.3512
User0507,0.2627
User0508,7.0288
User0509,1.5005
User0510,6.6731
User0511,1.95
User0512,4.786
User0513,7.2687
User0514,2.841
User0515,0.0632
User0516,2.1999
User0517,8.1062
User0518,4.8421
User0519,5.6453
User0520,7.3457
User0521,6.5968
User0522,5.9388
User0523,8.9942
User0524,0.9949
User0525,3.8283
User0526,3.8196
User0527,0.0363
User0528,5.2923
User0529,5.7483
User0530,4.8386
User0531,1.6951
User0532,3.5962
User0533,0.6216
User0534,6.7308
User0535,0.1741
User0536,5.9794
User0537,7.8283
User0538,3.4967
User0539,7.3407
User0540,4.5931
User0541,8.1181
User0542,4.7265
User0543,4.1888
User0544,2.8332
User0545,5.6851
User0546,9.8178
User0547,3.7985
User0548,9.1755
User0549,5.2407
User0550,2.1531
User0551,7.4686
User0552,2.9859
User0553,7.7563
User0554,3.9759
User0555,2.8444
User0556,1.1231
User0557,2.8882
User0558,6.6054
User0559,4.4809
User0560,3.7345
User0561,4.3483
User0562,0.2613
User0563,5.5966
User0564,9.3168
User0565,0.7532
User0566,1.4548
User0567,7.6292
User0568,8.2193
User0569,3.951
User0570,7.1534
User0571,2.4462
User0572,7.3543
User0573,7.4604
User0574,5.6817
User0575,1.7774
User0576,8.5577
User0577,2.1464
User0578,8.905
User0579,3.7613
User0580,4.1851
User0581,5.391
User0582,9.7401
User0583,8.1548
User0584,8.7563
User0585,2.347
User0586,8.3638
User0587,2.5304
User0588,1.5265
User0589,6.5006
User0590,3.084
User0591,0.5295
User0592,9.6167
User0593,5.8286
User0594,9.6986
User0595,6.8116
User0596,6.2767
User0597,8.1874
User0598,0.9647
User0599,7.4868
User0600,3.8241
User0601,3.6129
User0602,3.7443
User0603,1.1135
User0604,1.9642
User0605,3.597
User0606,7.2588
User0607,3.3201
User0608,5.7343
User0609,3.474
User0610,2.4868
User0611,1.6882
User0612,4.3414
User0613,2.9005
User0614,8.9506
User0615,5.2223
User0616,0.0104
User0617,3.4299
User0618,1.3267
User0619,4.6258
User0620,8.5901
User0621,0.0836
User0622,0.4006
User0623,5.7978
User0624,4.4677
User0625,2.4565
User0626,0.457
User0627,3.4912
User0628,5.893
User0629,3.5739
User0630,3.6153
User0631,8.9423
User0632,2.3117
User0633,4.0056
User0634,5.1185
User0635,6.5807
User0636,0.6164
User0637,5.5566
User0638,5.3716
User0639,8.5632
User0640,9.1241
User0641,8.6714
User0642,1.6645
User0643,9.833
User0644,7.2973
User0645,9.0041
User0646,4.9048
User0647,8.3823
User0648,6.3904
User0649,5.1688
User0650,5.1465
User0651,1.7997
User0652,8.0808
User0653,0.1049
User0654,4.5179
User0655,0.2083
User0656,3.8512
User0657,3.7155
User0658,0.4152
User0659,4.9455
User0660,1.703
User0661,8.0043
User0662,1.5991
User0663,0.4016
User0664,9.7516
User0665,1.2217
User0666,6.2079
User0667,4.649
User0668,0.9954
User0669,9.3494
User0670,5.0355
User0671,0.431
User0672,2.0016
User0673,3.3384
User0674,7.1634
User0675,4.2735
User0676,0.0607
User0677,2.3414
User0678,6.4588
User0679,1.7554
User0680,8.9924
User0681,0.5506
User0682,9.4314
User0683,7.9533
User0684,3.4278
User0685,8.7978
User0686,5.4703
User0687,3.4048
User0688,8.5965
User0689,3.9575
User0690,1.5251
User0691,0.1862
User0692,1.0208
User0693,9.5696
User0694,5.2938
User0695,0.3913
User0696,4.1311
User0697,5.2625
User0698,2.0309
User0699,8.6189
User0700,5.3904
User0701,2.7548
User0702,3.825
User0703,4.838
User0704,8.8225
User0705,0.3118
User0706,5.4577
User0707,4.2686
User0708,8.6623
User0709,9.6811
User0710,6.937
User0711,7.7994
User0712,3.5595
User0713,2.3847
User0714,6.9867
User0715,5.166
User0716,4.6743
User0717,1.3156
User0718,2.2257
User0719,2.2465
User0720,1.8732
User0721,7.6766
User0722,1.4349
User0723,3.072
User0724,4.6261
User0725,7.3416
User0726,4.3389
User0727,1.9819
User0728,7.1681
User0729,4.1362
User0730,5.231
User0731,6.5205
User0732,9.1719
User0733,1.486
User0734,5.7253
User0735,7.8815
User0736,9.2663
User0737,4.1759
User0738,5.5952
User0739,2.3009
User0740,4.6945
User0741,7.2938
User0742,3.3168
User0743,8.652
User0744,3.3863
User0745,3.2323
User0746,7.3148
User0747,1.5483
User0748,2.6781
User0749,3.096
User0750,0.6569
User0751,0.6805
User0752,1.4505
User0753,9.5741
User0754,5.1192
User0755,4.3087
User0756,1.2497
User0757,4.9458
User0758,3.015
User0759,1.3387
User0760,7.8096
User0761,0.5818
User0762,7.3043
User0763,1.2313
User0764,9.8963
User0765,0.1164
User0766,8.2373
User0767,2.1351
User0768,0.3105
User0769,0.7257
User0770,6.1778
User0771,9.1716
User0772,3.0006
User0773,3.3989
User0774,1.99
User0775,3.8109
User0776,4.7582
User0777,5.7442
User0778,7.5572
User0779,9.9239
User0780,9.464
User0781,8.6524
User0782,7.3968
User0783,7.0037
User0784,3.6953
User0785,3.2036
User0786,6.7341
User0787,6.8268
User0788,4.8751
User0789,6.2995
User0790,3.1867
User0791,7.9709
User0792,1.4054
User0793,0.2628
User0794,9.0245
User0795,7.1377
User0796,0.768
User0797,1.5868
User0798,1.9966
User0799,5.9521
User0800,9.7224
User0801,1.5532
User0802,8.1265
User0803,5.5041
User0804,7.7753
User0805,8.6703
User0806,5.0969
User0807,1.3906
User0808,3.1842
User0809,4.8462
User0810,2.7918
User0811,5.6139
User0812,3.7846
User0813,8.3536
User0814,6.0384
User0815,6.4046
User0816,6.4606
User0817,4.1266
User0818,4.7046
User0819,5.4956
User0820,0.1419
User0821,8.6345
User0822,2.7119
User0823,3.0901
User0824,5.6985
User0825,6.9569
User0826,6.4876
User0827,4.5223
User0828,9.6125
User0829,9.5667
User0830,4.9016
User0831,2.0093
User0832,2.2965
User0833,1.9274
User0834,4.572
User0835,0.0831
User0836,3.7146
User0837,2.3779
User0838,7.6909
User0839,2.5254
User0840,1.6047
User0841,4.7969
User0842,1.6827
User0843,3.268
User0844,8.2417
User0845,1.052
User0846,8.1493
User0847,7.3685
User0848,0.4139
User0849,8.8671
User0850,3.5243
User0851,6.2264
User0852,6.4871
User0853,1.6543
User0854,0.1601
User0855,1.3437
User0856,2.3526
User0857,0.8607
User0858,4.9614
User0859,6.5822
User0860,7.397
User0861,2.7389
User0862,7.0615
User0863,6.6903
User0864,0.8861
User0865,9.7338
User0866,0.895
User0867,7.9241
User0868,3.8522
User0869,6.8795
User0870,8.3058
User0871,4.9332
User0872,2.0899
User0873,4.9347
User0874,8.2688
User0875,4.1663
User0876,2.8901
User0877,8.4656
User0878,8.515
User0879,0.9444
User0880,0.2829
User0881,0.2232
User0882,2.246
User0883,2.383
User0884,9.8326
User0885,9.2736
User0886,9.1315
User0887,7.3373
User0888,8.7789
User0889,3.923
User0890,9.4092
User0891,1.2577
User0892,7.7902
User0893,0.4904
User0894,2.9589
User0895,2.0117
User0896,1.6609
User0897,5.3401
User0898,7.9161
User0899,5.1291
User0900,8.6838
User0901,9.3412
User0902,2.0714
User0903,2.3929
User0904,1.4024
User0905,2.1989
User0906,4.7502
User0907,4.704
User0908,3.2629
User0909,1.9737
User0910,9.4113
User0911,5.2635
User0912,0.8794
User0913,5.3316
User0914,1.5731
User0915,4.2668
User0916,5.137
User0917,5.7504
User0918,4.1983
User0919,6.5122
User0920,2.3947
User0921,7.9888
User0922,7.1389
User0923,1.9945
User0924,9.2872
User0925,1.351
User0926,8.9954
User0927,5.8263
User0928,1.0892
User0929,3.7129
User0930,0.8453
User0931,1.5781
User0932,7.7489
User0933,8.4138
User0934,9.2804
User0935,1.0534
User0936,5.9519
User0937,3.7583
User0938,8.7941
User0939,9.3822
User0940,1.3619
User0941,5.8389
User0942,1.734
User0943,7.3289
User0944,5.08
User0945,5.6669
User0946,3.9028
User0947,9.5442
User0948,9.3905
User0949,3.4785
User0950,2.5096
User0951,8.1939
User0952,5.5093
User0953,1.6575
User0954,1.4571
User0955,0.5453
User0956,1.1485
User0957,1.6572
User0958,8.9224
User0959,7.8718
User0960,7.8969
User0961,8.2976
User0962,4.3375
User0963,2.1473
User0964,4.6834
User0965,8.6106
User0966,2.5355
User0967,4.7172
User0968,8.9026
User0969,5.3832
User0970,0.5154
User0971,6.7672
User0972,2.7064
User0973,0.6962
User0974,5.1531
User0975,3.4979
User0976,9.3362
User0977,3.6925
User0978,4.6549
User0979,5.7683
User0980,1.9742
User0981,5.696
User0982,6.0736
User0983,1.051
User0984,9.5516
User0985,3.0021
User0986,1.4871
User0987,3.7124
User0988,1.9325
User0989,0.0108
User0990,4.4627
User0991,4.4795
User0992,0.6855
User0993,5.6556
User0994,2.7899
User0995,7.2329
User0996,5.0616
User0997,1.6298
User0998,2.9398
User0999,3.4274
User1000,5.6164
User1001,8.8567
User1002,8.7183
User1003,2.7687
User1004,9.1146
User1005,0.6504
User1006,1.3307
User1007,5.2696
User1008,3.4851
User1009,5.9678
User1010,5.236
User1011,1.6211
User1012,4.8083
User1013,5.4125
User1014,1.7689
User1015,0.9256
User1016,9.1626
User1017,4.3194
User1018,3.845
User1019,2.6585
User1020,3.0385
User1021,5.607
User1022,5.7424
User1023,7.8992
User1024,9.5617
User1025,3.4008
User1026,7.2276
User1027,4.883
User1028,3.0062
User1029,3.592
User1030,2.0077
User1031,7.4692
User1032,6.6852
User1033,9.0611
User1034,1.2828
User1035,3.2053
User1036,6.5555
User1037,2.016
User1038,2.8409
User1039,8.8254
User1040,6.423
User1041,3.6751
User1042,1.4333
User1043,2.6387
User1044,5.8827
User1045,1.8138
User1046,2.8319
User1047,4.0156
User1048,4.2144
User1049,8.3029
User1050,2.1664
User1051,9.3042
User1052,4.6835
User1053,9.5891
User1054,1.8521
User1055,0.1024
User1056,3.5267
User1057,7.8045
User1058,9.9043
User1059,8.6171
User1060,1.3942
User1061,9.6599
User1062,3.455
User1063,1.9231
User1064,7.1461
User1065,6.04
User1066,1.5771
User1067,9.7511
User1068,7.0413
User1069,2.5161
User1070,3.9172
User1071,2.4692
User1072,7.3117
User1073,7.9483
User1074,9.4081
User1075,5.0063
User1076,6.6985
User1077,8.2243
User1078,0.8868
User1079,0.8438
User1080,2.9774
User1081,0.6803
User1082,8.5574
User1083,9.4326
User1084,4.3474
User1085,0.0837
User1086,7.6544
User1087,7.8603
User1088,1.37
User1089,6.7781
User1090,8.8565
User1091,9.2747
User1092,1.627
User1093,9.784
User1094,2.6829
User1095,7.5964
User1096,4.3721
User1097,8.1395
User1098,4.6696
User1099,1.1076
User1100,2.1969
User1101,3.9991
User1102,2.8064
User1103,2.5348
User1104,5.0681
User1105,6.6837
User1106,3.533
User1107,3.88
User1108,7.3885
User1109,8.6362
User1110,3.1869
User1111,4.8749
User1112,7.7482
User1113,3.7142
User1114,3.9133
User1115,8.3949
User1116,3.8231
User1117,0.3607
User1118,9.0236
User1119,3.6256
User1120,3.531
User1121,7.4978
User1122,9.4231
User1123,8.0337
User1124,2.2417
User1125,9.0425
User1126,7.4681
User1127,2.72
User1128,3.4406
User1129,6.7471
User1130,5.6373
User1131,7.656
User1132,8.6027
User1133,4.4137
User1134,7.2032
User1135,2.4757
User1136,1.2488
User1137,9.9124
User1138,9.0686
User1139,9.7565
User1140,8.5446
User1141,6.7902
User1142,2.5335
User1143,2.0073
User1144,3.815
User1145,1.9474
User1146,0.8084
User1147,4.4752
User1148,8.3211
User1149,1.5363
User1150,4.5633
User1151,4.6675
User1152,5.8512
User1153,1.478
User1154,8.1467
User1155,0.8124
User1156,3.212
User1157,5.9906
User1158,7.3286
User1159,7.3319
User1160,4.2142
User1161,8.6101
User1162,3.9598
User1163,0.4473
User1164,3.2183
User1165,5.773
User1166,3.9981
User1167,8.0347
User1168,5.7967
User1169,3.2101
User1170,8.1901
User1171,8.3418
User1172,5.7038
User1173,3.6703
User1174,6.0783
User1175,2.2777
User1176,9.9873
User1177,0.3081
User1178,2.9278
User1179,4.745
User1180,3.4337
User1181,5.5073
User1182,9.4455
User1183,4.339
User1184,8.5357
User1185,5.8644
User1186,2.7021
User1187,2.02
User1188,2.8318
User1189,3.0428
User1190,2.5177
User1191,6.1469
User1192,1.5863
User1193,2.5119
User1194,8.4775
User1195,4.4727
User1196,2.5463
User1197,8.0514
User1198,7.2206
User1199,8.8151
User1200,9.2084
User1201,0.5116
User1202,0.5056
User1203,1.402
User1204,3.1048
User1205,4.0111
User1206,6.0845
User1207,1.1245
User1208,6.7162
User1209,0.3555
User1210,7.5764
User1211,8.3697
User1212,7.0234
User1213,8.7806
User1214,3.3226
User1215,2.3161
User1216,5.3303
User1217,4.2461
User1218,1.6069
User1219,3.8258
User1220,0.3728
User1221,0.0587
User1222,5.0082
User1223,4.8754
User1224,6.163
User1225,0.1602
User1226,5.8143
User1227,2.7577
User1228,8.2393
User1229,6.3579
User1230,5.8445
User1231,3.3946
User1232,9.0078
User1233,7.873
User1234,0.7433
User1235,2.0957
User1236,2.9253
User1237,5.0302
User1238,1.3068
User1239,1.653
User1240,7.8013
User1241,4.8094
User1242,0.0386
User1243,4.701
User1244,1.3004
User1245,4.5613
User1246,4.5638
User1247,9.7196
User1248,6.1536
User1249,0.2613
User1250,0.0905
User1251,9.4951
User1252,4.3216
User1253,0.527
User1254,7.756
User1255,0.4651
User1256,5.1448
User1257,4.3096
User1258,1.1647
User1259,6.7574
User1260,4.7335
User1261,7.2971
User1262,0.217
User1263,3.9163
User1264,8.3754
User1265,1.4227
User1266,9.9135
User1267,8.7508
User1268,3.6782
User1269,4.3335
User1270,3.0417
User1271,1.1565
User1272,5.385
User1273,9.0238
User1274,8.5226
User1275,0.5789
User1276,8.4521
User1277,7.3527
User1278,8.9366
User1279,2.0066
User1280,0.2715
User1281,5.0562
User1282,8.6923
User1283,3.5415
User1284,0.1454
User1285,8.3029
User1286,6.0695
User1287,5.0544
User1288,1.1235
User1289,8.2877
User1290,2.168
User1291,3.5125
User1292,2.3692
User1293,8.6986
User1294,5.4266
User1295,5.7149
User1296,0.1252
User1297,8.4406
User1298,2.0044
User1299,8.5104
User1300,6.2188
User1301,2.469
User1302,2.7895
User1303,4.3086
User1304,5.7769
User1305,0.0612
User1306,0.2114
User1307,7.3216
User1308,0.2671
User1309,2.8964
User1310,7.1409
User1311,7.72
User1312,5.1434
User1313,3.8237
User1314,0.6728
User1315,9.5857
User1316,4.8977
User1317,0.4382
User1318,7.7433
User1319,6.2913
User1320,7.1436
User1321,2.6549
User1322,0.4766
User1323,8.1373
User1324,4.4656
User1325,5.1722
User1326,0.9586
User1327,4.2723
User1328,5.3425
User1329,0.0616
User1330,7.9152
User1331,5.7474
User1332,4.405
User1333,7.1007
User1334,8.4688
User1335,8.7026
User1336,3.3286
User1337,7.1599
User1338,8.483
User1339,4.6142
User1340,7.8479
User1341,3.9714
User1342,3.0394
User1343,7.6739
User1344,6.7623
User1345,3.1794
User1346,0.3849
User1347,1.8457
User1348,3.117
User1349,1.0374
User1350,1.0012
User1351,6.014
User1352,1.499
User1353,1.2431
User1354,6.2753
User1355,2.0505
User1356,6.7618
User1357,3.6088
User1358,2.7983
User1359,0.509
User1360,2.2251
User1361,6.8573
User1362,8.1706
User1363,0.8167
User1364,2.6474
User1365,6.6216
User1366,2.3568
User1367,3.8457
User1368,8.7533
User1369,1.1401
User1370,6.1235
User1371,9.8805
User1372,2.3498
User1373,3.9147
User1374,2.2072
User1375,7.5926
User1376,4.9293
User1377,2.2991
User1378,6.1748
User1379,7.2003
User1380,0.9186
User1381,7.2591
User1382,2.4129
User1383,5.8469
User1384,2.7292
User1385,7.7405
User1386,7.8317
User1387,5.8393
User1388,5.9417
User1389,9.0816
User1390,6.8693
User1391,8.1913
User1392,9.1118
User1393,2.5122
User1394,3.475
User1395,0.241
User1396,3.0989
User1397,8.5117
User1398,5.7355
User1399,4.8993
User1400,4.65
User1401,6.6412
User1402,4.2302
User1403,9.706
User1404,0.7149
User1405,7.2826
User1406,6.2797
User1407,8.9533
User1408,8.4644
User1409,8.6353
User1410,3.7633
User1411,4.7367
User1412,3.6537
User1413,0.9599
User1414,6.1401
User1415,9.1868
User1416,1.4982
User1417,8.2536
User1418,2.7025
User1419,8.1779
User1420,6.0467
User1421,1.5002
User1422,5.4523
User1423,5.3351
User1424,1.7498
User1425,6.5311
User1426,1.2732
User1427,3.4749
User1428,2.2252
User1429,8.3345
User1430,6.9595
User1431,4.7384
User1432,7.3889
User1433,2.4362
User1434,6.7682
User1435,5.6288
User1436,2.7598
User1437,2.5921
User1438,7.5981
User1439,9.759
User1440,0.2086
User1441,7.7788
User1442,5.2953
User1443,0.1722
User1444,5.6001
User1445,4.9569
User1446,5.6846
User1447,9.9345
User1448,8.8334
User1449,3.4726
User1450,3.388
User1451,1.5568
User1452,3.1976
User1453,5.7878
User1454,5.7046
User1455,3.6824
User1456,1.0034
User1457,6.2225
User1458,3.5102
User1459,5.2263
User1460,8.3999
User1461,4.1166
User1462,8.3337
User1463,1.001
User1464,0.4138
User1465,1.181
User1466,6.2733
User1467,8.8349
User1468,6.8996
User1469,7.6614
User1470,2.0437
User1471,0.0815
User1472,5.6955
User1473,0.3088
User1474,7.41
User1475,6.99
User1476,8.0928
User1477,3.8933
User1478,7.2912
User1479,1.9933
User1480,3.9534
User1481,8.9124
User1482,0.159
User1483,2.1218
User1484,3.5708
User1485,0.1529
User1486,4.494
User1487,3.4851
User1488,1.656
User1489,5.2735
User1490,3.3631
User1491,5.9042
User1492,5.3025
User1493,5.5185
User1494,0.3488
User1495,7.7715
User1496,2.1141
User1497,3.8571
User1498,1.1515
User1499,7.9787
User1500,7.6947
User1501,8.5108
User1502,2.0494
User1503,5.4825
User1504,1.4968
User1505,3.8037
User1506,3.6613
User1507,0.3115
User1508,3.0402
User1509,1.5429
User1510,5.322
User1511,9.2659
User1512,9.7673
User1513,0.5446
User1514,2.757
User1515,2.5815
User1516,2.1299
User1517,0.9089
User1518,0.5098
User1519,1.899
User1520,1.3555
User1521,9.8681
User1522,1.6006
User1523,7.1687
User1524,3.2003
User1525,9.7083
User1526,2.4194
User1527,4.3999
User1528,2.121
User1529,0.4111
User1530,8.4911
User1531,2.6864
User1532,7.3668
User1533,9.5435
User1534,2.5914
User1535,4.3188
User1536,9.1988
User1537,1.5364
User1538,5.909
User1539,9.9841
User1540,5.3687
User1541,4.2739
User1542,0.8533
User1543,0.1353
User1544,7.3035
User1545,2.5482
User1546,3.9375
User1547,6.0384
User1548,2.1476
User1549,4.2092
User1550,7.6171
User1551,1.42
User1552,4.8047
User1553,1.1109
User1554,8.3706
User1555,0.0891
User1556,0.3949
User1557,0.6918
User1558,2.5332
User1559,8.0646
User1560,1.1122
User1561,0.3305
User1562,2.7356
User1563,2.2755
User1564,0.5423
User1565,8.4653
User1566,6.814
User1567,3.1662
User1568,1.427
User1569,3.0951
User1570,4.8313
User1571,9.0356
